"projectKey","issueCount","csvPath","htmlPath"
"si091_reginsa_config","0","reportes\security\sonar\20260312-155939\si091_reginsa_config\sonar-si091_reginsa_config-issues.csv","reportes\security\sonar\20260312-155939\si091_reginsa_config\sonar-si091_reginsa_config-issues.html"
