"projectKey","issueCount","csvPath","htmlPath"
"si091_reginsa_frontend","394","reportes\security\sonar\20260312-155939\si091_reginsa_frontend\sonar-si091_reginsa_frontend-issues.csv","reportes\security\sonar\20260312-155939\si091_reginsa_frontend\sonar-si091_reginsa_frontend-issues.html"
