ID_ENTIDAD;GUID_ENTIDAD;RUC;RAZON_SOCIAL;NOMBRE_COMERCIAL
537;1419303B-D2F0-42B2-9078-8A5D332881DD;14704582551;SOLUCIONES EMPRESARIALES OTRO 82551 ASOC.;SOLUCIONES EMPRESARIALES OTRO 82551
538;9F1AA804-9656-45A5-A5D0-45E5A8227F7A;14704964880;CORPORACION PARTICULAR 64880 FUNDACION;CORPORACION PARTICULAR 64880
539;99724809-AA1D-4056-9AB2-51889EBE847F;17704967742;INVERSIONES REGIONAL 67742 COOPERATIVA;INVERSIONES REGIONAL 67742
540;57C3370C-6AD4-4F12-B20E-AB52D38BE200;12704967950;UNIVERSIDAD PRIVADA 67950 S.C.R.L;UNIVERSIDAD PRIVADA 67950
541;FF33FCAD-DD9A-474E-ADEF-54815F4B0A49;13704963527;INDUSTRIA PUBLICA 63527 S.A.C.;INDUSTRIA PUBLICA 63527
542;02905D17-460A-4B1B-9E81-81FF6CDE4AD0;9228219226;EMPRESA ESTATAL 19226 ASOCIACION CIVIL;EMPRESA ESTATAL 19226
543;F04F5C0C-3D15-4A3E-9897-599741F3238B;10705039051;ALMACENES MUNICIPAL 39051 GROUP S.A.C.;ALMACENES MUNICIPAL 39051 GROUP
544;E6A94F6C-A946-4F2C-9D0E-BC5C5A6724C4;17704926912;EMPRESA ESTATAL 26912 S.A.C.;EMPRESA 26912
545;5F25646A-EFFF-414F-A31C-03E8A2548C37;17704926914;CONSORCIO NACIONAL 26914 S.A.;CONSORCIO 26914
546;CA364A8C-C98A-48B2-B4A2-92215AC93EE6;14704926915;UNIVERSIDAD PRIVADA 26915 S.R.L.;UNIVERSIDAD 26915
547;506DC33C-9AAC-4D89-A33E-F76F09A754FE;12704926916;INDUSTRIA PUBLICA 26916 E.I.R.L.;INDUSTRIA 26916
548;00A69AE4-C9B4-4207-A8EF-40ABFE34AC3A;95522384175;EMPRESA ESTATAL 84175 S.A.;EMPRESA ESTATAL 84175
549;4C40E35C-8926-4BF8-B531-4E30FD111A68;17711212152;INVERSIONES REGIONAL 12152 GROUP S.A.C.;INVERSIONES REGIONAL 12152 GROUP
550;84B2E406-DEDD-405B-851A-6C6B69A55CD3;15711215393;COMERCIO NO GUBERNAMENTAL 15393 COOPERATIVA;COMERCIO NO GUBERNAMENTAL 15393
551;A3D311A0-61E8-4C7B-9D6C-704CBD29BDA9;11711220447;CONSORCIO NACIONAL 20447 S.A;CONSORCIO NACIONAL 20447
552;A8228AF3-4CAC-4D8D-8537-76CD41ACB16A;13711222461;INDUSTRIA PUBLICA 22461 S.A.C.;INDUSTRIA PUBLICA 22461
553;A84237E8-90C4-4404-9BEA-FC56E878943D;16711173384;EMPRESA ESTATAL 73384 S.A.C.;EMPRESA 73384
554;A2B39FF7-6422-4D70-9D06-493241279CBE;10711173386;CONSORCIO NACIONAL 73386 S.A.;CONSORCIO 73386
555;60A26480-0F2E-4C0D-AA83-B960DCAFF274;10711173387;UNIVERSIDAD PRIVADA 73387 S.R.L.;UNIVERSIDAD 73387
556;10F03DE8-FB26-4CB1-B24A-94266136B1F8;18711173388;INDUSTRIA PUBLICA 73388 E.I.R.L.;INDUSTRIA 73388
557;D929D1FA-3E0A-414F-B66A-04D207E00836;13711173389;CORPORACION PARTICULAR 73389 S.A.A.;CORPORACION 73389
558;AA717F1E-B7AE-4989-BBB6-D80E72C08B58;12711536534;UNIVERSIDAD PRIVADA 36534 CONSORCIO S.A.C.;UNIVERSIDAD PRIVADA 36534 CONSORCIO
559;CF2D85B4-C060-4CB9-9463-7F5AAEB53DA7;13711537686;INDUSTRIA PUBLICA 37686 S.A.A.;INDUSTRIA PUBLICA 37686
560;BA173FAA-1F8C-4F83-BEB0-CEA77A5F2CBC;52446743822;EMPRESA ESTATAL 43822 SRL;EMPRESA ESTATAL 43822
561;BC0EB398-2C2D-4909-B460-99EC50FB45FE;15711545503;COMERCIO NO GUBERNAMENTAL 45503 CORP. S.A.C.;COMERCIO NO GUBERNAMENTAL 45503 CORP.
562;490C9A83-65C9-489A-8979-AB2DEB5A7022;17711556625;INVERSIONES REGIONAL 56625 HOLDING S.A.;INVERSIONES REGIONAL 56625 HOLDING
563;AE3976D8-0DBF-4B82-94F0-5CC92AB50904;13711506326;EMPRESA ESTATAL 06326 S.A.C.;EMPRESA 06326
564;46B99A19-AC97-435B-8194-2BB3771EA99D;12711506328;CONSORCIO NACIONAL 06328 S.A.;CONSORCIO 06328
565;F008F581-D28A-426A-9328-5133D851EA44;12711812489;UNIVERSIDAD PRIVADA 12489 CONSORCIO S.A.C.;UNIVERSIDAD PRIVADA 12489 CONSORCIO
566;1ED63CD3-3027-46BE-A9C9-42647575E52D;11711813684;CONSORCIO NACIONAL 13684 S.A.C.;CONSORCIO NACIONAL 13684
567;CDBE13BB-1BB7-4205-8CE1-FE370BF9BAE6;17711823674;INVERSIONES REGIONAL 23674 CONSORCIO S.A.C.;INVERSIONES REGIONAL 23674 CONSORCIO
568;733B91F6-B0F6-4B82-A991-4EF246E0861D;14711826874;CORPORACION PARTICULAR 26874 S.S;CORPORACION PARTICULAR 26874
569;788F26C3-768C-4C3C-86C6-7E95CB074B60;16711830093;ALMACENES MUNICIPAL 30093 COOPERATIVA;ALMACENES MUNICIPAL 30093
570;9E96DE32-25B8-44E0-AD50-56395B7F9C3E;17711784588;EMPRESA ESTATAL 84588 S.A.C.;EMPRESA 84588
571;4C83AABF-4153-42B2-A39D-9EA5122A6A8A;11711784591;UNIVERSIDAD PRIVADA 84591 S.R.L.;UNIVERSIDAD 84591
572;731965BD-8B90-4616-B1DE-0E1EC5E47226;10711784590;CONSORCIO NACIONAL 84590 S.A.;CONSORCIO 84590
573;2565A3B9-6F83-42B9-B4D1-804E21A77E1B;16711784592;INDUSTRIA PUBLICA 84592 E.I.R.L.;INDUSTRIA 84592
574;393F27D3-8CFD-4F9C-8F32-97863A92B53E;66944662027;EMPRESA ESTATAL 62027 S.C.R.L;EMPRESA ESTATAL 62027
575;BC5E7DB3-C0F8-405C-AE07-1A357A0F742E;60030265926;EMPRESA ESTATAL 65926 CORP. S.A.C.;EMPRESA ESTATAL 65926 CORP.
576;387B8427-61E5-4E3E-B9FF-8A81C7527260;16864824479;ALMACENES MUNICIPAL 24479 S.A.C.;ALMACENES MUNICIPAL 24479
577;A3209A91-69B6-4627-A2EB-9027C4D50EA7;12864826396;UNIVERSIDAD PRIVADA 26396 S.C.R.L;UNIVERSIDAD PRIVADA 26396
578;B4FD9B94-9AFD-41EF-83D5-D40EDB0059F8;11864836310;CONSORCIO NACIONAL 36310 INVERSIONES S.A.C.;CONSORCIO NACIONAL 36310 INVERSIONES
579;53C3B3F5-D12C-4CB7-86BD-BE4B41F79BD4;13864841044;INDUSTRIA PUBLICA 41044 EIRL;INDUSTRIA PUBLICA 41044
580;A5667490-3EC3-4BD6-A763-3E15F3BB51DA;18872078436;EMPRESA ESTATAL 78436 ASOCIACION CIVIL;EMPRESA ESTATAL 78436
581;5DC7CC37-D83E-4D07-B4E1-92A2A59F4BBB;10864886960;INVERSIONES REGIONAL 86960 SERVICIOS GENERALES S.A.C.;INVERSIONES REGIONAL 86960 SERVICIOS GENERALES
582;B2176EC2-313D-41A6-B2EE-5C084C7E82C8;11864889455;CORPORACION PARTICULAR 89455 INVERSIONES S.A.C.;CORPORACION PARTICULAR 89455 INVERSIONES
583;817B1719-A6ED-4466-AC17-BB7DCD7C29E5;12864965545;COMERCIO NO GUBERNAMENTAL 65545 INVERSIONES S.A.C.;COMERCIO NO GUBERNAMENTAL 65545 INVERSIONES
584;F0A0BEE5-1110-4C1A-8C1D-91042DDCAB95;13864991124;SERVICIOS INTEGRALES INTERNACIONAL 91124 ASOC.;SERVICIOS INTEGRALES INTERNACIONAL 91124
585;C2D23B4B-A776-40DC-8034-3C5D5E1D84A5;14864999562;SOLUCIONES EMPRESARIALES OTRO 99562 FUNDACION;SOLUCIONES EMPRESARIALES OTRO 99562
586;7A37DA04-CE27-493C-B6B4-15C944B17128;14895503643;CORPORACION PARTICULAR 03643 COOP.;CORPORACION PARTICULAR 03643
587;152582E5-F36B-4CDC-A880-4C0CD06A90DE;13895505581;INDUSTRIA PUBLICA 05581 FUNDACION;INDUSTRIA PUBLICA 05581
588;3175CDF5-CF02-42A7-B749-FB40AE2AFDB4;11895521417;CONSORCIO NACIONAL 21417 SRL;CONSORCIO NACIONAL 21417
589;9AA7FA3C-0A31-4DF6-94F6-D417CA462B51;11941440713;EMPRESA ESTATAL 40713 S.A.C;EMPRESA ESTATAL 40713
590;05EAAEF0-777F-4A72-8818-817B4142E674;17895589566;UNIVERSIDAD PRIVADA 89566 S.C.R.L;UNIVERSIDAD PRIVADA 89566
