"projectKey","issueCount","csvPath","htmlPath"
"si091_reginsa_enlinea","15","reportes\security\sonar\20260312-155939\si091_reginsa_enlinea\sonar-si091_reginsa_enlinea-issues.csv","reportes\security\sonar\20260312-155939\si091_reginsa_enlinea\sonar-si091_reginsa_enlinea-issues.html"
